,No,HoMe,Away,Result,HoMe_SCore,Away_SCore
0,609,仙台,甲府,0,1,1
1,609,横浜M,湘南,1,4,2
2,609,名古屋,磐田,0,1,1
3,609,広島,浦和,2,1,2
4,609,鳥栖,鹿島,0,1,1
5,609,C大阪,新潟,1,1,0
6,609,大宮,清水,0,2,2
7,609,大分,F東京,2,1,2
8,609,柏,川崎,1,3,1
9,609,徳島,神戸,2,0,1
10,609,岐阜,横浜C,2,0,2
11,609,北九州,富山,2,1,2
12,609,熊本,鳥取,2,1,2
13,610,新潟,広島,2,1,2
14,610,鹿島,仙台,1,3,2
15,610,F東京,柏,1,3,0
16,610,甲府,C大阪,2,1,2
17,610,清水,横浜M,2,0,5
18,610,湘南,鳥栖,0,1,1
19,610,川崎,大分,0,1,1
20,610,磐田,大宮,2,0,1
21,610,浦和,名古屋,1,1,0
22,610,群馬,鳥取,0,0,0
23,610,岡山,北九州,0,0,0
24,610,水戸,富山,1,1,0
25,610,愛媛,松本,0,1,1
26,611,仙台,柏,1,2,1
27,611,横浜M,磐田,1,2,1
28,611,鳥栖,川崎,1,5,4
29,611,大宮,新潟,0,1,1
30,611,C大阪,F東京,1,1,0
31,611,大分,浦和,0,2,2
32,611,湘南,清水,0,1,1
33,611,甲府,名古屋,2,0,1
34,611,広島,鹿島,0,0,0
35,611,松本,熊本,2,1,2
36,611,福岡,京都,2,1,2
37,611,山形,長崎,1,2,0
38,611,栃木,千葉,0,0,0
39,612,清水,甲府,0,1,1
40,612,新潟,大分,0,1,1
41,612,F東京,鳥栖,0,0,0
42,612,大宮,磐田,2,0,2
43,612,名古屋,C大阪,0,1,1
44,612,横浜M,川崎,1,1,0
45,612,山形,栃木,1,2,1
46,612,京都,神戸,1,4,1
47,612,熊本,G大阪,0,2,2
48,612,札幌,松本,2,1,2
49,612,徳島,福岡,1,2,1
50,612,岡山,水戸,0,1,1
51,612,北九州,東京V,0,1,1
52,613,磐田,清水,1,5,1
53,613,大分,C大阪,2,1,2
54,613,湘南,大宮,2,1,3
55,613,鹿島,F東京,2,2,4
56,613,鳥栖,名古屋,2,1,2
57,613,甲府,横浜M,2,0,2
58,613,松本,長崎,0,1,1
59,613,富山,京都,1,1,0
60,613,鳥取,栃木,0,1,1
61,613,北九州,山形,2,1,2
62,613,岐阜,徳島,2,0,1
63,613,横浜C,岡山,2,0,1
64,613,G大阪,千葉,0,1,1
65,614,清水,広島,2,0,4
66,614,C大阪,仙台,0,1,1
67,614,大宮,鹿島,1,3,1
68,614,川崎,甲府,0,1,1
69,614,名古屋,湘南,1,2,0
70,614,磐田,鳥栖,0,3,3
71,614,柏,大分,1,3,1
72,614,新潟,浦和,2,0,2
73,614,横浜M,F東京,1,3,2
74,614,山形,横浜C,1,5,1
75,614,栃木,群馬,1,3,0
76,614,松本,神戸,2,1,2
77,614,福岡,水戸,0,1,1
78,616,仙台,新潟,2,0,1
79,616,広島,横浜M,2,1,3
80,616,大分,甲府,2,0,1
81,616,柏,名古屋,0,3,3
82,616,湘南,川崎,0,1,1
83,616,鹿島,C大阪,1,1,0
84,616,F東京,大宮,2,0,1
85,616,鳥栖,清水,2,0,1
86,616,浦和,磐田,1,2,1
87,616,群馬,千葉,2,0,2
88,616,岡山,札幌,1,3,2
89,616,岐阜,京都,2,0,3
90,616,鳥取,福岡,0,0,0
91,618,甲府,柏,1,3,1
92,618,仙台,F東京,1,2,1
93,618,横浜M,川崎,1,2,1
94,618,名古屋,新潟,1,2,0
95,618,大分,鹿島,2,2,3
96,618,清水,磐田,1,1,0
97,618,C大阪,大宮,2,1,2
98,618,広島,鳥栖,1,2,0
99,618,浦和,湘南,1,2,0
100,618,福岡,北九州,1,2,1
101,618,千葉,岡山,0,0,0
102,618,富山,神戸,0,0,0
103,618,京都,横浜C,2,0,1
104,620,川崎,仙台,1,4,2
105,620,鳥栖,柏,2,0,3
106,620,磐田,広島,2,0,2
107,620,鹿島,甲府,0,0,0
108,620,新潟,横浜M,1,1,0
109,620,F東京,名古屋,1,3,1
110,620,清水,C大阪,0,1,1
111,620,大宮,浦和,1,1,0
112,620,湘南,大分,1,2,1
113,620,山形,熊本,1,1,0
114,620,栃木,岐阜,1,2,0
115,620,岡山,群馬,1,2,0
116,620,北九州,水戸,2,0,2
117,622,新潟,鹿島,2,2,3
118,622,名古屋,広島,0,1,1
119,622,C大阪,大分,0,0,0
120,622,横浜M,甲府,0,1,1
121,622,磐田,湘南,1,4,0
122,622,浦和,清水,2,0,1
123,622,F東京,川崎,1,2,0
124,622,仙台,鳥栖,0,1,1
125,622,京都,千葉,0,3,3
126,622,富山,東京V,0,1,1
127,622,札幌,熊本,2,1,3
128,622,神戸,岡山,0,3,3
129,622,福岡,松本,2,0,1
130,623,大分,大宮,2,0,2
131,623,甲府,磐田,1,2,1
132,623,清水,新潟,2,1,2
133,623,湘南,C大阪,2,0,3
134,623,鳥栖,F東京,2,2,3
135,623,横浜M,鹿島,0,1,1
136,623,川崎,名古屋,1,2,1
137,623,札幌,京都,2,0,1
138,623,千葉,愛媛,1,2,0
139,623,G大阪,岐阜,1,2,0
140,623,栃木,岡山,1,1,0
141,623,松本,群馬,0,1,1
142,623,鳥取,徳島,2,0,1
143,624,新潟,甲府,0,1,1
144,624,清水,川崎,2,1,2
145,624,F東京,磐田,0,2,2
146,624,鹿島,湘南,1,1,0
147,624,C大阪,浦和,0,2,2
148,624,大宮,広島,1,2,1
149,624,大分,鳥栖,2,2,4
150,624,柏,横浜M,1,2,1
151,624,名古屋,仙台,2,0,2
152,624,神戸,G大阪,1,2,0
153,624,京都,松本,2,0,1
154,624,富山,鳥取,0,1,1
155,624,愛媛,栃木,1,3,0
156,625,広島,大分,1,1,0
157,625,仙台,大宮,1,2,1
158,625,鳥栖,新潟,2,1,3
159,625,湘南,F東京,1,3,2
160,625,甲府,清水,2,0,2
161,625,浦和,鹿島,1,3,1
162,625,磐田,柏,2,0,1
163,625,川崎,C大阪,0,2,2
164,625,名古屋,横浜M,2,1,2
165,625,松本,北九州,0,1,1
166,625,鳥取,岡山,0,0,0
167,625,徳島,水戸,1,3,1
168,625,横浜C,愛媛,0,0,0
169,627,鹿島,名古屋,1,3,1
170,627,磐田,川崎,2,2,4
171,627,広島,甲府,1,5,1
172,627,柏,C大阪,2,1,3
173,627,横浜M,仙台,0,0,0
174,627,F東京,清水,1,2,0
175,627,新潟,大分,2,2,3
176,627,大宮,湘南,1,2,1
177,627,浦和,鳥栖,1,6,2
178,627,岡山,徳島,1,2,0
179,627,愛媛,神戸,2,2,4
180,627,札幌,東京V,0,1,1
181,627,G大阪,群馬,1,5,1
182,629,甲府,大宮,2,0,3
183,629,清水,仙台,1,2,0
184,629,川崎,新潟,1,2,1
185,629,鳥栖,横浜M,2,0,1
186,629,大分,磐田,0,1,1
187,629,湘南,広島,2,0,2
188,629,鹿島,F東京,1,3,2
189,629,C大阪,名古屋,1,2,1
190,629,柏,浦和,2,2,6
191,629,神戸,鳥取,2,0,1
192,629,札幌,水戸,2,0,1
193,629,栃木,横浜C,0,0,0
194,629,岡山,熊本,2,2,3
195,634,山形,松本,1,4,1
196,634,横浜C,富山,1,2,1
197,634,G大阪,岡山,0,1,1
198,634,神戸,長崎,1,2,0
199,634,福岡,愛媛,1,2,0
200,634,東京V,栃木,0,3,3
201,634,鳥取,北九州,2,2,3
202,634,徳島,千葉,2,1,2
203,634,京都,水戸,2,0,1
204,634,熊本,群馬,2,2,3
205,634,川崎,仙台,1,2,1
206,634,C大阪,浦和,2,0,2
207,634,広島,柏,2,1,2
208,635,水戸,山形,2,1,3
209,635,松本,横浜C,2,0,1
210,635,長崎,福岡,0,0,0
211,635,岐阜,北九州,1,3,1
212,635,愛媛,鳥取,1,1,0
213,635,栃木,京都,0,2,2
214,635,富山,岡山,0,0,0
215,635,千葉,東京V,1,2,1
216,635,G大阪,徳島,1,2,0
217,635,熊本,神戸,2,1,2
218,635,仙台,川崎,2,2,3
219,635,横浜M,鹿島,1,3,1
220,635,柏,広島,2,0,1
221,637,甲府,浦和,2,0,1
222,637,F東京,広島,2,0,1
223,637,仙台,湘南,0,0,0
224,637,横浜M,大分,0,1,1
225,637,名古屋,清水,1,2,1
226,637,新潟,柏,1,3,2
227,637,大宮,鳥栖,0,1,1
228,637,川崎,鹿島,1,4,2
229,637,磐田,C大阪,0,2,2
230,637,神戸,愛媛,1,2,0
231,637,長崎,山形,1,2,1
232,637,栃木,富山,0,1,1
233,637,北九州,徳島,2,0,2
234,639,清水,大分,1,3,1
235,639,甲府,湘南,2,0,1
236,639,横浜M,大宮,1,2,1
237,639,新潟,F東京,2,0,3
238,639,広島,C大阪,1,1,0
239,639,仙台,磐田,0,1,1
240,639,柏,鹿島,1,2,1
241,639,川崎,浦和,1,4,0
242,639,名古屋,鳥栖,1,3,2
243,639,山形,千葉,2,0,3
244,639,G大阪,北九州,0,1,1
245,639,東京V,札幌,1,2,1
246,639,福岡,栃木,1,2,0
247,644,浦和,広島,1,3,1
248,644,鹿島,大宮,1,1,0
249,644,仙台,川崎,1,2,1
250,644,磐田,名古屋,2,2,3
251,644,C大阪,甲府,2,0,1
252,644,湘南,横浜M,2,1,2
253,644,柏,鳥栖,1,2,1
254,644,F東京,大分,1,2,0
255,644,新潟,清水,1,3,1
256,644,神戸,栃木,1,2,0
257,644,福岡,東京V,2,2,3
258,644,群馬,松本,1,3,0
259,644,富山,札幌,1,3,1
260,645,甲府,新潟,0,1,1
261,645,仙台,鹿島,1,2,1
262,645,大宮,C大阪,2,0,3
263,645,川崎,F東京,0,2,2
264,645,広島,磐田,1,2,1
265,645,清水,湘南,1,3,1
266,645,横浜M,鳥栖,1,2,1
267,645,名古屋,浦和,1,2,0
268,645,大分,柏,0,0,0
269,645,東京V,長崎,1,2,1
270,645,G大阪,福岡,1,1,0
271,645,山形,群馬,0,1,1
272,645,岐阜,神戸,1,1,0
273,646,浦和,大分,1,4,3
274,646,F東京,横浜M,2,0,2
275,646,甲府,川崎,2,1,3
276,646,C大阪,清水,1,4,1
277,646,鳥栖,大宮,1,2,1
278,646,鹿島,新潟,1,1,0
279,646,湘南,磐田,0,1,1
280,646,広島,名古屋,0,1,1
281,646,G大阪,札幌,1,3,0
282,646,福岡,長崎,1,2,1
283,646,山形,神戸,1,3,2
284,646,横浜C,京都,1,1,0
285,646,松本,千葉,1,3,2
286,648,鹿島,横浜M,1,2,1
287,648,湘南,甲府,2,1,2
288,648,新潟,川崎,1,2,1
289,648,名古屋,C大阪,0,1,1
290,648,大分,広島,0,1,1
291,648,清水,浦和,2,0,2
292,648,大宮,柏,2,2,3
293,648,磐田,F東京,0,0,0
294,648,鳥栖,仙台,1,1,0
295,648,横浜C,G大阪,0,2,2
296,648,富山,山形,2,1,3
297,648,千葉,岐阜,0,1,1
298,648,神戸,福岡,1,4,0
299,650,浦和,新潟,1,1,0
300,650,鹿島,柏,1,3,1
301,650,磐田,甲府,0,1,1
302,650,広島,F東京,2,1,2
303,650,大分,清水,2,2,3
304,650,鳥栖,名古屋,0,1,1
305,650,大宮,横浜M,1,1,0
306,650,湘南,仙台,1,3,2
307,650,C大阪,川崎,0,0,0
308,650,G大阪,長崎,2,1,2
309,650,福岡,千葉,2,3,4
310,650,山形,水戸,1,2,1
311,650,栃木,徳島,2,0,1
312,652,清水,名古屋,1,2,1
313,652,F東京,浦和,1,3,2
314,652,仙台,大分,1,6,0
315,652,横浜M,C大阪,0,1,1
316,652,鳥栖,湘南,1,1,0
317,652,甲府,鹿島,1,3,0
318,652,川崎,広島,1,2,0
319,652,新潟,大宮,1,1,0
320,652,G大阪,水戸,1,5,0
321,652,長崎,神戸,2,0,2
322,652,栃木,札幌,1,4,3
323,652,富山,北九州,0,0,0
324,652,福岡,横浜C,2,1,5
325,653,磐田,鹿島,2,2,3
326,653,広島,新潟,1,2,0
327,653,大宮,仙台,2,0,2
328,653,川崎,鳥栖,2,0,1
329,653,名古屋,F東京,2,0,2
330,653,浦和,甲府,0,1,1
331,653,横浜M,清水,1,1,0
332,653,大分,湘南,2,1,2
333,653,C大阪,柏,0,1,1
334,653,山形,福岡,1,2,1
335,653,札幌,長崎,1,1,0
336,653,松本,G大阪,0,2,2
337,653,水戸,熊本,0,1,1
338,654,仙台,横浜M,0,0,0
339,654,柏,新潟,0,1,1
340,654,清水,甲府,1,2,1
341,654,鳥栖,広島,2,0,2
342,654,鹿島,大分,1,3,1
343,654,湘南,浦和,0,2,2
344,654,C大阪,磐田,1,2,0
345,654,大宮,F東京,2,2,5
346,654,名古屋,川崎,2,1,2
347,654,松本,栃木,0,2,2
348,654,岡山,千葉,1,3,0
349,654,山形,北九州,2,0,1
350,654,東京V,群馬,1,2,1
351,655,磐田,仙台,0,1,1
352,655,新潟,鳥栖,1,3,1
353,655,浦和,大宮,1,4,0
354,655,広島,清水,1,3,1
355,655,大分,C大阪,2,0,2
356,655,湘南,名古屋,0,1,1
357,655,F東京,鹿島,2,1,4
358,655,甲府,横浜M,0,0,0
359,655,川崎,柏,1,3,1
360,655,愛媛,東京V,1,4,0
361,655,札幌,群馬,2,1,3
362,655,富山,熊本,2,1,2
363,655,横浜C,山形,0,1,1
364,656,横浜M,柏,1,2,0
365,656,大宮,G大阪,0,0,0
366,656,磐田,札幌,2,0,1
367,656,仙台,水戸,0,1,1
368,656,新潟,大分,0,0,0
369,656,浦和,川崎,1,1,0
370,656,湘南,甲府,0,0,0
371,656,松本,鳥栖,0,1,1
372,656,鹿島,京都,1,2,1
373,656,広島,熊本,1,2,0
374,656,千葉,F東京,0,1,1
375,656,川崎,東京V,1,3,0
376,656,浦和,山形,2,2,3
377,657,仙台,名古屋,1,2,1
378,657,鹿島,浦和,2,1,2
379,657,横浜M,広島,1,1,0
380,657,F東京,新潟,1,2,0
381,657,C大阪,湘南,1,2,1
382,657,川崎,磐田,1,2,1
383,657,柏,甲府,1,2,0
384,657,清水,鳥栖,1,6,4
385,657,大宮,大分,2,0,1
386,657,札幌,山形,1,3,1
387,657,岡山,愛媛,0,1,1
388,657,栃木,東京V,1,4,2
389,657,福岡,鳥取,0,1,1
390,658,甲府,F東京,0,1,1
391,658,新潟,湘南,1,3,2
392,658,鹿島,川崎,1,4,1
393,658,名古屋,大宮,1,2,1
394,658,大分,横浜M,2,0,1
395,658,磐田,清水,2,0,1
396,658,鳥栖,C大阪,1,2,0
397,658,山形,愛媛,1,3,0
398,658,富山,水戸,1,2,1
399,658,群馬,岡山,1,2,1
400,658,京都,札幌,1,2,0
401,658,徳島,G大阪,2,1,5
402,658,東京V,北九州,1,1,0
403,660,F東京,C大阪,2,1,2
404,660,湘南,鹿島,2,1,2
405,660,鳥栖,磐田,1,1,0
406,660,仙台,浦和,0,3,3
407,660,大宮,甲府,2,1,2
408,660,横浜M,名古屋,2,1,2
409,660,大分,新潟,2,1,3
410,660,川崎,清水,1,2,0
411,660,京都,G大阪,2,0,2
412,660,水戸,東京V,1,1,0
413,660,千葉,長崎,2,0,2
414,660,松本,山形,2,2,3
415,660,札幌,神戸,1,1,0
416,661,柏,大分,2,0,1
417,661,清水,仙台,2,0,1
418,661,鹿島,広島,2,1,3
419,661,千葉,栃木,0,1,1
420,661,長崎,松本,2,0,1
421,661,C大阪,鳥栖,2,1,2
422,661,大宮,F東京,2,0,3
423,661,水戸,京都,1,2,1
424,661,G大阪,山形,1,3,2
425,661,岡山,富山,2,1,3
426,661,東京V,徳島,0,1,1
427,661,岐阜,札幌,2,0,3
428,661,愛媛,福岡,0,2,2
429,662,鹿島,鳥栖,2,1,2
430,662,清水,大宮,1,1,0
431,662,F東京,湘南,1,2,1
432,662,新潟,仙台,1,1,0
433,662,名古屋,柏,1,3,2
434,662,甲府,大分,0,0,0
435,662,浦和,川崎,2,1,3
436,662,磐田,横浜M,2,0,1
437,662,C大阪,広島,1,1,0
438,662,山形,東京V,0,0,0
439,662,長崎,徳島,2,0,1
440,662,群馬,G大阪,0,1,1
441,662,京都,栃木,2,1,2
442,678,仙台,新潟,2,1,2
443,678,甲府,鹿島,2,0,4
444,678,名古屋,清水,2,2,3
445,678,C大阪,広島,2,0,1
446,678,鳥栖,徳島,1,5,0
447,678,G大阪,浦和,2,0,1
448,678,柏,F東京,0,1,1
449,678,横浜M,大宮,1,2,0
450,678,川崎,神戸,0,2,2
451,678,横浜C,愛媛,0,0,0
452,678,磐田,札幌,2,0,1
453,678,千葉,栃木,2,0,2
454,678,岡山,富山,0,0,0
455,679,広島,川崎,1,2,1
456,679,新潟,G大阪,2,0,2
457,679,徳島,C大阪,2,0,2
458,679,大宮,名古屋,2,1,2
459,679,清水,横浜M,2,0,1
460,679,F東京,甲府,0,1,1
461,679,神戸,柏,0,1,1
462,679,浦和,鳥栖,2,0,1
463,679,鹿島,仙台,1,2,0
464,679,栃木,横浜C,0,1,1
465,679,長崎,湘南,2,0,3
466,679,讃岐,磐田,2,1,4
467,679,愛媛,水戸,2,0,2
468,680,横浜M,徳島,1,3,0
469,680,甲府,新潟,0,1,1
470,680,広島,浦和,2,0,2
471,680,柏,名古屋,2,0,1
472,680,鳥栖,鹿島,2,0,3
473,680,C大阪,清水,1,4,1
474,680,川崎,大宮,2,3,4
475,680,仙台,G大阪,0,0,0
476,680,神戸,F東京,1,2,1
477,680,東京V,千葉,0,1,1
478,680,磐田,熊本,1,3,1
479,680,京都,栃木,0,0,0
480,680,湘南,札幌,1,2,0
481,682,長崎,千葉,1,2,1
482,682,甲府,横浜M,1,1,0
483,682,徳島,柏,2,0,2
484,682,鹿島,C大阪,2,0,2
485,682,名古屋,神戸,1,2,1
486,682,大宮,仙台,1,4,0
487,682,浦和,清水,0,1,1
488,682,G大阪,広島,0,1,1
489,682,新潟,鳥栖,1,1,0
490,682,F東京,川崎,2,0,4
491,682,横浜C,山形,1,2,1
492,682,愛媛,東京V,1,2,1
493,682,磐田,福岡,0,3,3
494,683,仙台,甲府,0,1,1
495,683,横浜M,鹿島,2,1,3
496,683,広島,徳島,1,3,1
497,683,柏,大宮,0,2,2
498,683,神戸,浦和,1,3,1
499,683,C大阪,新潟,0,0,0
500,683,清水,F東京,2,1,3
501,683,鳥栖,G大阪,1,2,0
502,683,栃木,磐田,2,0,2
503,683,福岡,横浜C,1,1,0
504,683,岡山,大分,0,1,1
505,683,千葉,熊本,1,3,0
506,683,京都,札幌,0,1,1
507,685,磐田,群馬,1,2,0
508,685,名古屋,広島,2,2,5
509,685,徳島,川崎,2,0,4
510,685,柏,C大阪,1,2,1
511,685,甲府,清水,2,0,1
512,685,浦和,仙台,1,4,0
513,685,新潟,横浜M,0,0,0
514,685,大宮,神戸,2,0,3
515,685,F東京,鳥栖,1,2,1
516,685,G大阪,鹿島,2,0,2
517,685,大分,京都,2,0,3
518,685,山形,愛媛,1,2,0
519,685,横浜C,熊本,2,0,1
520,686,横浜M,仙台,2,0,2
521,686,C大阪,G大阪,0,2,2
522,686,鹿島,新潟,2,1,2
523,686,名古屋,浦和,2,1,2
524,686,神戸,徳島,1,3,0
525,686,清水,大宮,1,2,0
526,686,鳥栖,甲府,1,2,0
527,686,広島,F東京,1,1,0
528,686,栃木,松本,2,1,2
529,686,大分,札幌,1,1,0
530,686,群馬,水戸,2,0,1
531,686,京都,山形,0,2,2
532,686,愛媛,富山,1,4,0
533,688,仙台,鳥栖,2,0,3
534,688,徳島,清水,2,0,4
535,688,鹿島,神戸,2,2,3
536,688,F東京,C大阪,1,2,0
537,688,G大阪,大宮,1,2,1
538,688,柏,横浜M,0,0,0
539,688,浦和,川崎,1,1,0
540,688,甲府,名古屋,1,2,0
541,688,新潟,広島,0,0,0
542,688,湘南,大分,1,4,0
543,688,松本,京都,0,2,2
544,688,長崎,愛媛,1,2,1
545,688,磐田,横浜C,0,2,2
546,689,柏,浦和,1,3,2
547,689,横浜M,F東京,2,0,1
548,689,清水,仙台,1,1,0
549,689,名古屋,鳥栖,2,2,3
550,689,神戸,C大阪,0,2,2
551,689,徳島,新潟,2,1,2
552,689,川崎,G大阪,1,2,1
553,689,大宮,甲府,2,0,2
554,689,広島,鹿島,2,0,3
555,689,岡山,札幌,1,2,0
556,689,東京V,磐田,2,0,1
557,689,松本,岐阜,1,1,0
558,689,北九州,山形,2,0,1
559,690,F東京,名古屋,2,0,1
560,690,甲府,徳島,2,0,1
561,690,鳥栖,広島,2,1,2
562,690,浦和,横浜M,1,1,0
563,690,G大阪,柏,2,1,2
564,690,新潟,神戸,0,1,1
565,690,鹿島,清水,1,2,1
566,690,仙台,川崎,0,0,0
567,690,C大阪,大宮,0,1,1
568,690,湘南,京都,1,3,0
569,690,岐阜,群馬,1,1,0
570,690,長崎,大分,0,0,0
571,690,磐田,千葉,1,2,0
572,691,柏,鹿島,1,1,0
573,691,横浜M,G大阪,1,2,0
574,691,徳島,仙台,2,0,1
575,691,川崎,甲府,1,2,0
576,691,神戸,広島,0,0,0
577,691,清水,鳥栖,2,0,1
578,691,浦和,F東京,1,1,0
579,691,大宮,新潟,0,2,2
580,691,名古屋,C大阪,2,1,2
581,691,京都,讃岐,1,4,1
582,691,山形,富山,1,1,0
583,691,北九州,横浜C,1,2,1
584,691,磐田,長崎,1,1,0
585,692,仙台,神戸,1,4,3
586,692,F東京,大宮,2,0,1
587,692,新潟,清水,1,2,1
588,692,鹿島,名古屋,2,1,2
589,692,鳥栖,柏,1,1,0
590,692,甲府,浦和,0,0,0
591,692,G大阪,徳島,1,3,0
592,692,湘南,栃木,1,2,1
593,692,愛媛,磐田,2,0,1
594,692,岐阜,千葉,0,2,2
595,692,札幌,熊本,0,2,2
596,692,富山,北九州,2,0,2
597,692,岡山,福岡,0,1,1
598,693,名古屋,G大阪,2,1,2
599,693,横浜M,鳥栖,2,1,2
600,693,徳島,F東京,0,0,0
601,693,神戸,甲府,1,1,0
602,693,大宮,浦和,2,0,2
603,693,柏,新潟,1,1,0
604,693,山形,千葉,0,1,1
605,693,栃木,岡山,2,0,1
606,693,松本,横浜C,1,2,0
607,693,京都,長崎,1,2,0
608,693,水戸,岐阜,1,3,2
609,693,東京V,北九州,1,1,0
610,693,磐田,大分,0,1,1
611,694,甲府,柏,1,3,0
612,694,浦和,C大阪,1,1,0
613,694,清水,神戸,0,1,1
614,694,新潟,名古屋,0,1,1
615,694,鳥栖,大宮,0,1,1
616,694,F東京,G大阪,1,3,0
617,694,鹿島,徳島,1,1,0
618,694,仙台,広島,1,1,0
619,694,川崎,横浜M,2,0,3
620,694,熊本,東京V,0,0,0
621,694,岡山,岐阜,1,2,1
622,694,愛媛,讃岐,1,2,0
623,694,長崎,栃木,0,1,1
624,696,清水,神戸,2,1,2
625,696,甲府,大宮,1,3,0
626,696,新潟,浦和,2,0,1
627,696,鳥栖,仙台,1,2,0
628,696,名古屋,徳島,1,2,1
629,696,G大阪,F東京,1,3,1
630,696,横浜C,千葉,0,0,0
631,696,愛媛,湘南,1,1,0
632,696,東京V,大分,0,1,1
633,696,福岡,山形,2,0,1
634,696,栃木,熊本,0,1,1
635,696,松本,磐田,1,2,1
636,696,岡山,長崎,1,2,1
637,698,湘南,東京V,1,1,0
638,698,千葉,愛媛,1,1,0
639,698,鹿島,清水,1,3,0
640,698,F東京,鳥栖,2,0,2
641,698,神戸,仙台,1,2,1
642,698,浦和,名古屋,1,5,2
643,698,大宮,新潟,0,0,0
644,698,柏,徳島,1,4,1
645,698,水戸,松本,2,1,2
646,698,大分,山形,1,1,0
647,698,群馬,横浜C,2,0,2
648,698,磐田,岡山,0,1,1
649,698,北九州,栃木,2,0,1
650,700,イングランド,イタリア,2,1,2
651,700,コートジボワール,日本,1,2,1
652,700,ドイツ,ポルトガル,1,4,0
653,700,オーストラリア,オランダ,2,2,3
654,700,スペイン,チリ,2,0,2
655,700,コロンビア,ギリシャ,1,3,0
656,700,アルゼンチン,ボスニアヘルツェゴビナ,1,2,1
657,700,ガーナ,米国,2,1,2
658,700,ブラジル,メキシコ,0,0,0
659,700,ロシア,韓国,0,1,1
660,700,ウルグアイ,コスタリカ,2,1,3
661,700,スイス,エクアドル,1,2,1
662,700,フランス,ホンジュラス,1,3,0
663,702,ドイツ,ガーナ,0,2,2
664,702,韓国,アルジェリア,2,2,4
665,702,オランダ,チリ,1,2,0
666,702,イタリア,ウルグアイ,2,0,1
667,702,日本,コロンビア,2,1,4
668,702,ナイジェリア,ボスニアヘルツェゴビナ,1,1,0
669,702,ベルギー,ロシア,1,1,0
670,702,米国,ポルトガル,0,2,2
671,702,カメルーン,ブラジル,2,1,4
672,702,ギリシャ,コートジボワール,1,2,1
673,702,オーストラリア,スペイン,2,0,3
674,702,クロアチア,メキシコ,2,1,3
675,702,コスタリカ,イングランド,0,0,0
676,709,浦和,新潟,1,1,0
677,709,F東京,鹿島,0,1,1
678,709,柏,仙台,0,0,0
679,709,名古屋,徳島,0,1,1
680,709,C大阪,横浜M,0,2,2
681,709,G大阪,甲府,1,2,0
682,709,清水,川崎,2,0,2
683,709,大宮,広島,0,3,3
684,709,神戸,鳥栖,2,0,1
685,709,山形,北九州,2,1,2
686,709,水戸,群馬,1,2,0
687,709,札幌,大分,0,1,1
688,709,岐阜,横浜C,2,1,2
689,711,京都,福岡,1,3,1
690,711,浦和,鹿島,0,1,1
691,711,川崎,新潟,1,1,0
692,711,C大阪,鳥栖,2,0,1
693,711,広島,甲府,0,1,1
694,711,清水,柏,1,3,0
695,711,F東京,仙台,1,3,0
696,711,大宮,徳島,2,1,3
697,711,名古屋,横浜M,0,1,1
698,711,神戸,G大阪,2,1,5
699,711,岡山,栃木,1,3,1
700,711,千葉,長崎,0,1,1
701,711,湘南,富山,1,2,0
702,713,F東京,清水,1,4,0
703,713,仙台,大宮,0,2,2
704,713,浦和,神戸,0,2,2
705,713,新潟,C大阪,1,1,0
706,713,鳥栖,名古屋,1,1,0
707,713,G大阪,横浜M,1,2,0
708,713,鹿島,広島,1,5,1
709,713,徳島,甲府,0,2,2
710,713,柏,川崎,1,4,1
711,713,磐田,松本,0,1,1
712,713,愛媛,福岡,0,0,0
713,713,横浜C,富山,1,2,0
714,713,京都,水戸,0,1,1
715,714,清水,徳島,1,1,0
716,714,甲府,仙台,0,0,0
717,714,川崎,浦和,1,2,1
718,714,名古屋,鹿島,2,2,3
719,714,広島,鳥栖,*,0,0
720,714,C大阪,F東京,0,0,0
721,714,大宮,G大阪,2,0,2
722,714,横浜M,柏,0,2,2
723,714,神戸,新潟,1,1,0
724,714,松本,栃木,1,2,1
725,714,岡山,湘南,0,0,0
726,714,札幌,京都,2,0,1
727,714,千葉,横浜C,0,0,0
728,715,浦和,広島,1,1,0
729,715,G大阪,名古屋,2,0,1
730,715,仙台,清水,1,3,2
731,715,川崎,C大阪,1,5,4
732,715,鳥栖,F東京,2,0,2
733,715,鹿島,甲府,1,1,0
734,715,柏,神戸,1,2,0
735,715,新潟,大宮,1,2,1
736,715,徳島,横浜M,2,0,3
737,715,山形,札幌,1,2,1
738,715,横浜C,讃岐,1,4,2
739,715,東京V,水戸,1,1,0
740,715,北九州,岡山,1,2,1
741,716,G大阪,徳島,1,1,0
742,716,鳥栖,大分,1,3,1
743,716,横浜M,北九州,0,2,2
744,716,柏,千葉,0,0,0
745,716,大宮,湘南,1,2,1
746,716,広島,水戸,*,0,0
747,716,F東京,松本,1,2,0
748,716,新潟,長崎,0,1,1
749,716,川崎,愛媛,2,0,1
750,716,名古屋,京都,1,4,0
751,716,清水,札幌,1,2,1
752,716,C大阪,富山,1,1,0
753,716,浦和,群馬,2,1,2
754,717,清水,鹿島,2,1,3
755,717,甲府,G大阪,0,3,3
756,717,横浜M,川崎,1,2,0
757,717,名古屋,柏,0,1,1
758,717,神戸,仙台,1,2,1
759,717,新潟,徳島,2,1,2
760,717,F東京,浦和,0,4,4
761,717,大宮,鳥栖,2,1,3
