,No,HoMe,Away,Result,HoMe_SCore,Away_SCore
2120,904,VFＬヴォルフスブルク,ハンブルガーＳV,1,1,0
2121,904,ＲＢライプツィヒ,アイントラハトフランクフルト,1,3,0
2122,904,シャルケ０４,FCインゴルシュタット,1,1,0
2123,904,FCアウグスブルク,ホッフェンハイム,2,0,2
2124,904,ＳVダルムシュタット,ボルシアメンヘングラードバッ,0,0,0
2125,904,リヴァプール,スウォンジーシティ,2,2,3
2126,904,ストークシティ,マンチェスターユナイテッド,0,1,1
2127,904,マンチェスターシティ,トテナムホットスパー,0,2,2
2128,904,クリスタルパレス,エヴァートン,2,0,1
2129,904,ウェストブロムウィッチアルビオ,サンダーランド,1,2,0
2130,904,ＡFCボーンマウス,ワトフォード,0,2,2
2131,904,ミドルスブラ,ウェストハムユナイテッド,2,1,3
2132,907,バイエルンミュンヘン,シャルケ０４,0,1,1
2133,907,ホッフェンハイム,FＳVマインツ０５,1,4,0
2134,907,ボルシアドルトムント,ＲＢライプツィヒ,1,1,0
2135,907,ヘルタＢＳC,FCインゴルシュタット,1,1,0
2136,907,１．FCケルン,VFＬヴォルフスブルク,1,1,0
2137,907,ボルシアメンヘングラードバッ,ＳCフライブルク,1,3,0
2138,907,チェルシー,アーセナル,1,3,1
2139,907,サウザンプトン,ウェストハムユナイテッド,2,1,3
2140,907,トテナムホットスパー,ミドルスブラ,1,1,0
2141,907,エヴァートン,ＡFCボーンマウス,1,6,3
2142,907,ウェストブロムウィッチアルビオ,ストークシティ,1,1,0
2143,907,クリスタルパレス,サンダーランド,2,0,4
2144,907,ワトフォード,バーンリーFC,1,2,1
2145,908,バイヤーレヴァークーゼン,アイントラハトフランクフルト,1,3,0
2146,908,ＳVダルムシュタット,ボルシアドルトムント,1,2,1
2147,908,シャルケ０４,ヘルタＢＳC,1,2,0
2148,908,FCインゴルシュタット,バイエルンミュンヘン,2,0,2
2149,908,ＲＢライプツィヒ,ハンブルガーＳV,2,0,3
2150,908,ヴェルダーブレーメン,ボルシアメンヘングラードバッ,2,0,1
2151,908,アーセナル,ハルシティ,1,2,0
2152,908,サンダーランド,サウザンプトン,2,0,4
2153,908,リヴァプール,トテナムホットスパー,1,2,0
2154,908,マンチェスターユナイテッド,ワトフォード,1,2,0
2155,908,ウェストハムユナイテッド,ウェストブロムウィッチアルビオ,0,2,2
2156,908,ミドルスブラ,エヴァートン,0,0,0
2157,908,ストークシティ,クリスタルパレス,1,1,0
2158,910,横浜M,浦和,1,3,2
2159,910,鹿島,F東京,2,0,1
2160,910,広島,新潟,0,1,1
2161,910,清水,神戸,2,0,1
2162,910,鳥栖,柏,2,1,3
2163,910,仙台,札幌,1,1,0
2164,910,C大阪,磐田,0,0,0
2165,910,大宮,川崎,2,0,2
2166,910,G大阪,甲府,0,1,1
2167,910,愛媛,金沢,1,1,0
2168,910,福岡,大分,2,1,2
2169,910,横浜C,松本,1,1,0
2170,910,名古屋,岡山,1,2,0
2171,911,浦和,C大阪,1,3,1
2172,911,甲府,鹿島,2,0,1
2173,911,広島,清水,2,0,1
2174,911,F東京,大宮,1,2,0
2175,911,磐田,仙台,2,0,1
2176,911,神戸,新潟,1,2,1
2177,911,横浜M,札幌,1,3,0
2178,911,柏,G大阪,2,1,3
2179,911,川崎,鳥栖,0,1,1
2180,911,山口,福岡,2,1,2
2181,911,愛媛,松本,0,0,0
2182,911,名古屋,岐阜,0,1,1
2183,911,京都,徳島,1,1,0
2184,913,札幌,C大阪,0,1,1
2185,913,大宮,磐田,2,1,2
2186,913,鳥栖,広島,1,1,0
2187,913,新潟,清水,2,0,2
2188,913,仙台,神戸,2,0,2
2189,913,G大阪,F東京,1,3,0
2190,913,千葉,名古屋,1,2,0
2191,913,東京V,水戸,1,4,0
2192,913,金沢,湘南,0,0,0
2193,913,熊本,山形,0,1,1
2194,913,讃岐,愛媛,0,2,2
2195,913,町田,岡山,0,1,1
2196,913,福岡,京都,1,2,1
2197,915,札幌,広島,1,2,1
2198,915,横浜M,新潟,0,1,1
2199,915,清水,鹿島,2,2,3
2200,915,甲府,大宮,1,1,0
2201,915,C大阪,鳥栖,1,1,0
2202,915,柏,仙台,2,0,1
2203,915,神戸,磐田,1,1,0
2204,915,F東京,川崎,1,3,0
2205,915,G大阪,浦和,0,1,1
2206,915,福岡,熊本,1,2,1
2207,915,名古屋,水戸,1,2,1
2208,915,岡山,京都,1,2,1
2209,915,愛媛,湘南,2,0,1
2210,916,水戸,愛媛,1,1,0
2211,916,京都,長崎,2,0,1
2212,916,湘南,千葉,1,2,0
2213,916,山口,讃岐,1,1,0
2214,916,松本,名古屋,2,1,2
2215,916,東京V,岐阜,1,1,0
2216,916,横浜C,徳島,2,0,2
2217,916,金沢,町田,0,2,2
2218,916,熊本,大分,2,0,1
2219,916,山形,福岡,0,0,0
2220,916,群馬,岡山,2,1,2
2221,916,栃木,Ｙ横浜,1,1,0
2222,916,沼津,藤枝,1,4,1
2223,917,仙台,川崎,2,0,2
2224,917,新潟,G大阪,2,2,3
2225,917,広島,柏,2,0,2
2226,917,磐田,清水,1,3,1
2227,917,C大阪,横浜M,1,2,0
2228,917,F東京,鳥栖,0,3,3
2229,917,神戸,浦和,2,1,3
2230,917,大宮,鹿島,2,0,1
2231,917,甲府,札幌,1,2,0
2232,917,福岡,横浜C,0,0,0
2233,917,長崎,山形,1,2,0
2234,917,金沢,群馬,1,2,0
2235,917,岡山,東京V,2,0,1
2236,919,川崎,甲府,0,1,1
2237,919,鹿島,C大阪,2,0,1
2238,919,鳥栖,新潟,1,3,0
2239,919,大宮,神戸,2,0,2
2240,919,柏,清水,2,0,2
2241,919,札幌,F東京,1,2,1
2242,919,横浜M,磐田,1,2,1
2243,919,松本,長崎,1,3,0
2244,919,岡山,金沢,2,0,1
2245,919,名古屋,讃岐,1,2,1
2246,919,千葉,群馬,0,1,1
2247,919,岐阜,水戸,1,2,1
2248,919,福岡,町田,2,1,3
2249,921,群馬,水戸,2,0,1
2250,921,札幌,川崎,0,1,1
2251,921,甲府,新潟,2,0,2
2252,921,清水,大宮,0,1,1
2253,921,C大阪,G大阪,0,2,2
2254,921,仙台,鹿島,2,1,4
2255,921,F東京,浦和,2,0,1
2256,921,磐田,鳥栖,1,2,1
2257,921,神戸,柏,2,1,2
2258,921,広島,横浜M,2,0,1
2259,921,長崎,福岡,2,0,1
2260,921,町田,横浜C,1,1,0
2261,921,熊本,松本,1,2,0
2262,923,浦和,札幌,1,3,2
2263,923,甲府,C大阪,0,1,1
2264,923,広島,仙台,0,3,3
2265,923,鹿島,磐田,2,0,3
2266,923,柏,横浜M,1,2,0
2267,923,新潟,F東京,2,0,3
2268,923,鳥栖,神戸,1,1,0
2269,923,名古屋,山口,2,0,2
2270,923,横浜C,千葉,1,4,0
2271,923,京都,松本,0,1,1
2272,923,愛媛,長崎,1,1,0
2273,923,東京V,群馬,1,3,1
2274,923,町田,徳島,2,0,1
2275,925,福岡,東京V,1,1,0
2276,925,清水,仙台,2,0,3
2277,925,新潟,柏,2,0,1
2278,925,大宮,浦和,1,1,0
2279,925,磐田,札幌,0,2,2
2280,925,C大阪,川崎,1,2,0
2281,925,F東京,広島,1,1,0
2282,925,鹿島,鳥栖,1,2,1
2283,925,神戸,甲府,2,0,1
2284,925,横浜M,G大阪,2,0,1
2285,925,大分,京都,2,1,3
2286,925,熊本,横浜C,2,1,4
2287,925,岐阜,金沢,1,1,0
2288,926,甲府,横浜M,2,0,1
2289,926,大宮,仙台,2,1,2
2290,926,神戸,鳥栖,1,1,0
2291,926,広島,C大阪,2,0,1
2292,926,柏,磐田,2,1,2
2293,926,F東京,札幌,1,1,0
2294,926,山形,水戸,0,0,0
2295,926,大分,松本,0,0,0
2296,926,湘南,山口,1,1,0
2297,926,徳島,福岡,1,2,1
2298,926,讃岐,千葉,0,1,1
2299,926,東京V,金沢,1,2,1
2300,926,町田,熊本,1,2,1
2301,927,札幌,大宮,1,1,0
2302,927,広島,神戸,0,1,1
2303,927,仙台,F東京,2,0,2
2304,927,甲府,磐田,0,0,0
2305,927,鳥栖,横浜M,1,1,0
2306,927,柏,C大阪,1,1,0
2307,927,山形,名古屋,0,0,0
2308,927,岡山,徳島,1,3,2
2309,927,愛媛,山口,1,2,1
2310,927,町田,湘南,0,0,0
2311,927,長崎,水戸,0,0,0
2312,927,東京V,横浜C,0,1,1
2313,927,岐阜,大分,2,1,2
2314,929,讃岐,東京V,0,0,0
2315,929,清水,鳥栖,0,1,1
2316,929,鹿島,神戸,2,1,2
2317,929,磐田,川崎,2,0,2
2318,929,C大阪,広島,1,5,2
2319,929,札幌,G大阪,2,0,2
2320,929,横浜M,甲府,1,1,0
2321,929,新潟,浦和,2,1,6
2322,929,F東京,柏,2,1,2
2323,929,大宮,仙台,1,2,1
2324,929,福岡,岡山,1,1,0
2325,929,金沢,山形,0,1,1
2326,929,徳島,岐阜,0,1,1
2327,931,横浜M,仙台,0,1,1
2328,931,新潟,札幌,1,1,0
2329,931,磐田,柏,2,0,2
2330,931,大宮,C大阪,2,0,3
2331,931,G大阪,鳥栖,1,3,0
2332,931,浦和,清水,0,3,3
2333,931,甲府,広島,2,1,2
2334,931,神戸,F東京,0,1,1
2335,931,松本,湘南,2,1,2
2336,931,山形,山口,1,3,2
2337,931,金沢,福岡,2,0,5
2338,931,岡山,横浜C,1,2,1
2339,931,水戸,徳島,0,1,1
2340,933,清水,横浜M,2,1,3
2341,933,柏,大宮,1,4,2
2342,933,鳥栖,札幌,1,1,0
2343,933,仙台,新潟,1,2,1
2344,933,F東京,甲府,0,1,1
2345,933,広島,磐田,0,0,0
2346,933,神戸,C大阪,2,1,2
2347,933,湘南,山形,2,0,1
2348,933,徳島,讃岐,0,1,1
2349,933,大分,岡山,0,1,1
2350,933,横浜C,名古屋,2,1,2
2351,933,長崎,東京V,1,1,0
2352,933,福岡,群馬,2,1,3
2353,935,水戸,大分,1,2,0
2354,935,広島,鹿島,2,1,3
2355,935,磐田,G大阪,1,3,0
2356,935,C大阪,新潟,1,4,0
2357,935,横浜M,川崎,1,2,0
2358,935,柏,浦和,1,1,0
2359,935,札幌,神戸,2,1,2
2360,935,清水,F東京,2,0,2
2361,935,仙台,甲府,1,3,0
2362,935,大宮,鳥栖,0,1,1
2363,935,福岡,讃岐,1,3,1
2364,935,湘南,長崎,0,1,1
2365,935,町田,愛媛,2,1,2
2366,936,千葉,福岡,0,0,0
2367,936,大分,横浜C,0,2,2
2368,936,徳島,湘南,2,0,1
2369,936,山形,群馬,1,1,0
2370,936,松本,水戸,2,0,1
2371,936,東京V,名古屋,1,2,1
2372,936,山口,岡山,2,0,1
2373,936,愛媛,岐阜,1,2,0
2374,936,長崎,熊本,1,1,0
2375,936,京都,町田,0,2,2
2376,936,讃岐,金沢,1,1,0
2377,936,鹿児島,福島,1,2,1
2378,936,秋田,富山,0,1,1
2379,937,鹿島,札幌,1,3,0
2380,937,川崎,広島,1,1,0
2381,937,神戸,G大阪,2,0,1
2382,937,新潟,大宮,2,1,2
2383,937,鳥栖,仙台,0,1,1
2384,937,甲府,柏,0,0,0
2385,937,C大阪,清水,0,1,1
2386,937,F東京,横浜M,2,0,1
2387,937,浦和,磐田,2,2,4
2388,937,湘南,京都,1,1,0
2389,937,長崎,町田,0,0,0
2390,937,金沢,山口,1,3,2
2391,937,大分,讃岐,1,2,1
2392,938,仙台,C大阪,2,2,4
2393,938,清水,甲府,1,1,0
2394,938,広島,大宮,2,0,3
2395,938,柏,札幌,1,2,1
2396,938,G大阪,川崎,0,1,1
2397,938,横浜M,神戸,1,2,0
2398,938,磐田,F東京,1,2,0
2399,938,鹿島,新潟,1,2,0
2400,938,鳥栖,浦和,1,2,1
2401,938,町田,東京V,2,2,4
2402,938,横浜C,湘南,2,0,1
2403,938,名古屋,長崎,1,2,0
2404,938,熊本,山口,2,0,2
2405,940,札幌,清水,1,1,0
2406,940,仙台,G大阪,2,2,3
2407,940,浦和,広島,1,4,3
2408,940,川崎,神戸,1,5,0
2409,940,新潟,磐田,2,0,2
2410,940,大宮,横浜M,2,1,2
2411,940,甲府,鳥栖,0,0,0
2412,940,柏,鹿島,2,2,3
2413,940,C大阪,F東京,1,3,1
2414,940,湘南,名古屋,1,2,1
2415,940,福岡,岐阜,1,1,0
2416,940,山形,町田,2,1,3
2417,940,千葉,大分,1,4,1
2418,942,清水,G大阪,1,2,0
2419,942,F東京,鹿島,0,2,2
2420,942,C大阪,柏,1,2,1
2421,942,横浜M,広島,0,1,1
2422,942,鳥栖,川崎,2,2,3
2423,942,磐田,甲府,1,1,0
2424,942,神戸,仙台,1,3,0
2425,942,大宮,札幌,0,2,2
2426,942,浦和,新潟,1,2,1
2427,942,東京V,岡山,0,1,1
2428,942,名古屋,徳島,2,0,2
2429,942,千葉,讃岐,1,4,3
2430,942,大分,湘南,0,0,0
2431,943,讃岐,山口,2,1,3
2432,943,横浜C,岐阜,1,1,0
2433,943,金沢,岡山,2,1,2
2434,943,群馬,福岡,2,1,3
2435,943,熊本,千葉,1,1,0
2436,943,長崎,松本,1,1,0
2437,943,町田,水戸,1,2,0
2438,943,徳島,京都,0,1,1
2439,943,湘南,東京V,1,2,0
2440,943,名古屋,山形,1,1,0
2441,943,愛媛,大分,0,2,2
2442,943,琉球,北九州,0,0,0
2443,943,相模原,鹿児島,2,1,3
2444,944,C大阪,浦和,1,4,2
2445,944,山形,湘南,1,3,0
2446,944,千葉,金沢,1,2,0
2447,944,松本,愛媛,1,2,1
2448,944,横浜C,長崎,1,2,1
2449,944,京都,名古屋,1,3,1
2450,944,東京V,讃岐,0,3,3
2451,944,群馬,熊本,0,1,1
2452,944,岡山,山口,1,2,1
2453,944,福岡,徳島,2,0,1
2454,944,大分,水戸,0,0,0
2455,944,岐阜,町田,2,0,2
2456,944,栃木,相模原,1,1,0
2457,946,札幌,浦和,1,2,0
2458,946,鹿島,甲府,1,3,0
2459,946,G大阪,C大阪,1,3,1
2460,946,川崎,磐田,2,2,5
2461,946,神戸,大宮,1,3,1
2462,946,横浜M,清水,0,2,2
2463,946,仙台,柏,0,1,1
2464,946,広島,鳥栖,2,0,1
2465,946,F東京,新潟,0,1,1
2466,946,湘南,徳島,1,2,0
2467,946,熊本,名古屋,2,0,1
2468,946,松本,金沢,1,4,0
2469,946,山口,横浜C,2,1,2
2470,947,甲府,G大阪,1,1,0
2471,947,川崎,F東京,0,1,1
2472,947,新潟,横浜M,2,0,2
2473,947,磐田,広島,2,2,3
2474,947,C大阪,札幌,1,3,1
2475,947,鹿島,仙台,1,2,0
2476,947,浦和,大宮,0,2,2
2477,947,柏,神戸,1,3,1
2478,947,鳥栖,清水,1,2,1
2479,947,京都,岡山,0,1,1
2480,947,横浜C,大分,2,1,2
2481,947,湘南,松本,1,2,1
2482,947,金沢,東京V,0,0,0
2483,949,京都,福岡,2,0,1
2484,949,札幌,甲府,0,1,1
2485,949,清水,柏,2,1,4
2486,949,G大阪,磐田,2,0,2
2487,949,川崎,鹿島,1,3,1
2488,949,仙台,広島,1,1,0
2489,949,横浜M,鳥栖,1,1,0
2490,949,F東京,神戸,1,1,0
2491,949,大宮,新潟,1,1,0
2492,949,長崎,湘南,2,0,2
2493,949,徳島,横浜C,0,2,2
2494,949,東京V,熊本,1,1,0
2495,949,名古屋,松本,1,5,2
2496,951,鹿島,清水,1,2,0
2497,951,新潟,仙台,2,1,2
2498,951,G大阪,柏,2,0,1
2499,951,浦和,F東京,1,2,1
2500,951,広島,甲府,1,1,0
2501,951,磐田,C大阪,0,1,1
2502,951,川崎,札幌,1,2,1
2503,951,鳥栖,大宮,1,3,0
2504,951,神戸,横浜M,0,0,0
2505,951,横浜C,水戸,1,1,0
2506,951,山形,千葉,0,2,2
2507,951,名古屋,福岡,1,3,1
2508,951,愛媛,町田,0,1,1
2509,952,札幌,仙台,1,1,0
2510,952,大宮,広島,0,1,1
2511,952,C大阪,鹿島,2,0,1
2512,952,横浜M,F東京,1,1,0
2513,952,磐田,神戸,1,2,1
2514,952,柏,新潟,0,1,1
2515,952,鳥栖,G大阪,2,1,3
2516,952,甲府,川崎,0,2,2
2517,952,清水,浦和,2,1,2
2518,952,徳島,山形,0,1,1
2519,952,金沢,讃岐,2,1,2
2520,952,山口,大分,2,2,3
2521,952,福岡,水戸,0,0,0
2522,954,日本,オーストラリア,1,2,0
2523,954,タイ,イラク,2,1,2
2524,954,中国,ウズベキスタン,1,1,0
2525,954,韓国,イラン,0,0,0
2526,954,シリア,カタール,1,3,1
2527,954,ギリシャ,エストニア,0,0,0
2528,954,ポルトガル,フェロー諸島,1,5,1
2529,954,フランス,オランダ,1,4,0
2530,954,ブルガリア,スウェーデン,1,3,2
2531,954,ウルグアイ,アルゼンチン,0,0,0
2532,954,ブラジル,エクアドル,1,2,0
2533,954,ベネズエラ,コロンビア,0,0,0
2534,954,チリ,パラグアイ,2,0,3
2535,955,千葉,東京V,0,2,2
2536,955,鹿島,仙台,1,3,2
2537,955,浦和,C大阪,0,2,2
2538,955,G大阪,神戸,1,2,0
2539,955,F東京,川崎,2,1,5
2540,955,水戸,名古屋,0,1,1
2541,955,京都,山口,2,1,2
2542,955,湘南,横浜C,0,2,2
2543,955,大分,群馬,1,1,0
2544,955,金沢,長崎,2,1,2
2545,955,山形,岡山,0,1,1
2546,955,讃岐,福岡,0,2,2
2547,955,熊本,町田,2,0,1
2548,956,オーストラリア,タイ,1,2,1
2549,956,カタール,中国,2,1,2
2550,956,イラン,シリア,0,2,2
2551,956,ウズベキスタン,韓国,0,0,0
2552,956,サウジアラビア,日本,1,1,0
2553,956,アイルランド,セルビア,2,0,1
2554,956,イタリア,イスラエル,1,1,0
2555,956,アイスランド,ウクライナ,1,2,0
2556,956,トルコ,クロアチア,1,1,0
2557,956,コロンビア,ブラジル,0,1,1
2558,956,エクアドル,ペルー,2,1,2
2559,956,アルゼンチン,ベネズエラ,0,1,1
2560,956,パラグアイ,ウルグアイ,2,1,2
2561,957,札幌,磐田,1,2,1
2562,957,浦和,柏,2,1,2
2563,957,F東京,C大阪,2,1,4
2564,957,川崎,横浜M,1,3,0
2565,957,G大阪,神戸,2,1,2
2566,957,甲府,清水,2,0,1
2567,957,鹿島,大宮,1,1,0
2568,957,新潟,広島,0,0,0
2569,957,仙台,鳥栖,1,4,1
2570,957,長崎,徳島,1,2,1
2571,957,東京V,松本,2,1,2
2572,957,山形,京都,0,2,2
2573,957,水戸,岐阜,2,1,2
2574,958,大宮,G大阪,0,2,2
2575,958,清水,川崎,2,0,3
2576,958,F東京,仙台,1,1,0
2577,958,鳥栖,甲府,1,2,1
2578,958,神戸,札幌,1,2,0
2579,958,新潟,鹿島,2,2,4
2580,958,広島,C大阪,1,1,0
2581,958,横浜M,柏,0,1,1
2582,958,磐田,浦和,0,1,1
2583,958,金沢,名古屋,1,3,1
2584,958,大分,長崎,2,1,2
2585,958,横浜C,東京V,0,1,1
2586,958,山口,岐阜,2,0,1
2587,960,札幌,新潟,0,2,2
2588,960,浦和,鳥栖,0,2,2
2589,960,磐田,大宮,1,2,1
2590,960,甲府,横浜M,1,3,2
2591,960,神戸,川崎,0,0,0
2592,960,清水,広島,2,1,3
2593,960,柏,F東京,1,4,1
2594,960,鹿島,G大阪,1,2,1
2595,960,C大阪,仙台,2,1,4
2596,960,岡山,讃岐,2,0,1
2597,960,京都,湘南,0,0,0
2598,960,山形,熊本,2,0,1
2599,960,愛媛,横浜C,2,2,3
2600,961,鳥栖,鹿島,1,1,0
2601,961,新潟,神戸,2,0,2
2602,961,柏,甲府,2,0,1
2603,961,F東京,磐田,0,0,0
2604,961,広島,札幌,0,1,1
2605,961,川崎,C大阪,1,5,1
2606,961,G大阪,横浜M,2,1,2
2607,961,大宮,清水,0,0,0
2608,961,仙台,浦和,2,2,3
2609,961,東京V,町田,1,3,1
2610,961,讃岐,徳島,0,0,0
2611,961,水戸,松本,2,0,1
2612,961,岐阜,名古屋,2,2,6
2613,963,G大阪,C大阪,2,1,2
2614,963,川崎,仙台,1,3,1
2615,963,松本,熊本,1,1,0
2616,963,千葉,岡山,1,3,1
2617,963,東京V,山形,1,3,1
2618,963,徳島,群馬,1,4,1
2619,963,山口,名古屋,2,1,3
2620,963,町田,長崎,0,1,1
2621,963,湘南,水戸,1,3,0
2622,963,横浜C,福岡,2,1,3
2623,963,金沢,愛媛,1,4,1
2624,963,讃岐,京都,2,0,4
2625,963,大分,岐阜,0,3,3
2626,964,オーストラリア,シリア,0,1,1
2627,964,ウェールズ,アイルランド,2,0,1
2628,964,ウクライナ,クロアチア,2,0,2
2629,964,フランス,ベラルーシ,1,2,1
2630,964,ポルトガル,スイス,1,2,0
2631,964,ベルギー,キプロス,1,4,0
2632,964,イスラエル,スペイン,2,0,1
2633,964,オランダ,スウェーデン,1,2,0
2634,964,ペルー,コロンビア,0,1,1
2635,964,エクアドル,アルゼンチン,2,1,3
2636,964,ブラジル,チリ,1,3,0
2637,964,ウルグアイ,ボリビア,1,4,2
2638,964,パラグアイ,ベネズエラ,2,0,1
2639,965,札幌,柏,1,3,0
2640,965,清水,磐田,2,0,3
2641,965,G大阪,新潟,2,0,1
2642,965,鹿島,広島,1,2,0
2643,965,川崎,仙台,1,3,2
2644,965,横浜M,大宮,0,1,1
2645,965,浦和,神戸,0,1,1
2646,965,甲府,F東京,0,1,1
2647,965,鳥栖,C大阪,2,1,2
2648,965,愛媛,讃岐,1,2,1
2649,965,名古屋,湘南,1,3,2
2650,965,水戸,岡山,1,1,0
2651,965,大分,福岡,0,1,1
2652,966,大宮,柏,0,1,1
2653,966,C大阪,甲府,1,2,0
2654,966,神戸,鳥栖,2,1,2
2655,966,仙台,清水,0,0,0
2656,966,磐田,新潟,0,2,2
2657,966,広島,川崎,2,0,3
2658,966,F東京,札幌,2,1,2
2659,966,横浜M,鹿島,1,3,2
2660,966,浦和,G大阪,0,3,3
2661,966,金沢,京都,0,0,0
2662,966,長崎,名古屋,0,1,1
2663,966,松本,大分,2,0,2
2664,966,湘南,愛媛,1,1,0
2665,968,東京V,福岡,0,0,0
2666,968,新潟,鳥栖,1,1,0
2667,968,甲府,神戸,2,2,3
2668,968,G大阪,仙台,0,1,1
2669,968,広島,浦和,2,0,1
2670,968,F東京,清水,0,0,0
2671,968,磐田,横浜M,1,2,1
2672,968,C大阪,大宮,1,2,1
2673,968,柏,川崎,0,2,2
2674,968,札幌,鹿島,2,1,2
2675,968,京都,横浜C,0,2,2
2676,968,山形,愛媛,0,2,2
2677,968,名古屋,群馬,1,4,2
2678,969,水戸,長崎,2,0,2
2679,969,岡山,名古屋,2,0,1
2680,969,千葉,町田,1,2,1
2681,969,金沢,岐阜,0,1,1
2682,969,讃岐,松本,0,1,1
2683,969,横浜C,熊本,1,2,0
2684,969,大分,山形,0,1,1
2685,969,東京V,山口,2,1,2
2686,969,愛媛,徳島,2,1,3
2687,969,福岡,湘南,1,2,1
2688,969,富山,秋田,2,0,4
2689,969,沼津,相模原,0,0,0
2690,969,北九州,栃木,1,3,2
2691,970,名古屋,千葉,2,0,3
2692,970,徳島,大分,1,1,0
2693,970,福岡,松本,0,1,1
2694,970,熊本,金沢,2,1,4
2695,970,岐阜,湘南,0,1,1
2696,970,京都,東京V,2,0,1
2697,970,長崎,讃岐,1,3,1
2698,970,水戸,山形,2,0,1
2699,970,愛媛,群馬,1,4,2
2700,970,横浜C,岡山,0,1,1
2701,970,町田,山口,2,0,1
2702,970,長野,沼津,1,1,0
2703,970,鳥取,北九州,2,3,4
2704,971,柏,磐田,1,1,0
2705,971,新潟,甲府,1,1,0
2706,971,鳥栖,F東京,1,2,1
2707,971,川崎,G大阪,1,1,0
2708,971,神戸,広島,2,1,2
2709,971,仙台,大宮,1,3,0
2710,971,横浜M,C大阪,2,1,4
2711,971,清水,札幌,2,0,2
2712,971,湘南,町田,0,1,1
2713,971,岡山,福岡,0,1,1
2714,971,千葉,横浜C,1,2,1
2715,971,東京V,徳島,1,2,1
2716,971,松本,京都,2,0,1
2717,973,仙台,横浜M,0,2,2
2718,973,鹿島,柏,0,0,0
2719,973,大宮,甲府,0,0,0
2720,973,C大阪,神戸,1,3,1
2721,973,鳥栖,磐田,2,0,2
2722,973,清水,新潟,2,2,3
2723,973,G大阪,札幌,2,0,1
2724,973,広島,F東京,1,2,1
2725,973,栃木,長野,0,0,0
2726,973,北九州,沼津,0,0,0
2727,973,福島,Ｙ横浜,1,3,0
2728,973,富山,鳥取,0,1,1
2729,973,藤枝,秋田,1,3,0
2730,974,浦和,横浜M,2,0,1
2731,974,F東京,G大阪,0,0,0
2732,974,神戸,清水,2,1,3
2733,974,札幌,鳥栖,1,3,2
2734,974,甲府,仙台,1,1,0
2735,974,磐田,鹿島,0,0,0
2736,974,柏,広島,1,1,0
2737,974,川崎,大宮,1,5,0
2738,974,新潟,C大阪,1,1,0
2739,974,沼津,栃木,0,1,1
2740,974,琉球,富山,1,1,0
2741,974,長野,北九州,0,1,1
2742,974,鳥取,秋田,2,0,3
2743,975,ＲＢライプツィヒ,FＳVマインツ０５,0,2,2
