,HomeTeam,Awayteam,LotteryNo,league,section,year,mon,day,boteHome,boteDraw,boteAway,home_rank,home_point,home_win,home_draw,home_lose,home_win_onHome,home_draw_onHome,home_lose_onHome,home_getScore,home_AvegetScore,home_lossScore,home_AvelossScore,home_shootNum,home_shootedNum,home_getCount_0,home_getCount_1,home_getCount_2,home_getCount_3,home_lossCount_0,home_lossCount_1,home_lossCount_2,home_lossCount_3,home_RecentScore,home_RecentAveScore,home_RecentLoss,home_RecentAveLoss,away_rank,away_point,away_win,away_draw,away_lose,away_win_onAway,away_draw_onAway,away_lose_onAway,away_getScore,away_AvegetScore,away_lossScore,away_AvelossScore,away_shootNum,away_shootedNum,away_getCount_0,away_getCount_1,away_getCount_2,away_getCount_3,away_lossCount_0,away_lossCount_1,away_lossCount_2,away_lossCount_3,away_RecentScore,away_RecentAveScore,away_RecentLoss,away_RecentAveLoss
894,岩手,北九州,1013,J3,13,2018,06,10,34,29,37,16,19,5,4,9,3,0,6,16,0.89,29,1.6099999999999999,116,164,6,9,2,1,5,6,1,6,1,0.33,0,0,17,44,14,2,6,17,44,14,35,1.5899999999999999,23,1.05,226,234,6,2,11,3,7,9,4,2,2,0.67,4,1.33
895,長野,鳥取,1013,J3,13,2018,06,10,43,27,30,13,35,10,5,3,6,0,2,31,1.72,15,0.83,159,96,3,5,6,4,6,10,1,1,6,2,0,0,7,30,9,3,6,7,30,9,23,1.28,20,1.11,158,155,4,7,5,2,5,9,2,2,1,0.33,7,2.33
896,藤枝,相模原,1012,J3,12,2018,06,02,35,28,37,11,30,9,3,6,5,1,3,33,1.83,29,1.6099999999999999,206,143,3,6,2,7,2,6,7,3,4,1.33,4,1.33,12,29,8,5,5,12,29,8,23,1.28,25,1.3900000000000001,186,175,7,3,4,4,4,6,5,3,5,1.67,3,1
897,福岡,徳島,1012,J2,17,2018,06,02,60,20,20,3,40,12,4,6,5,2,4,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67,10,44,13,5,4,10,44,13,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67
898,町田,愛媛,1012,J2,17,2018,06,02,68,17,15,6,29,7,8,7,3,6,2,23,1.05,23,1.05,163,193,9,6,5,2,9,6,5,2,1,0.33,3,1,21,18,4,6,12,21,18,4,21,0.95,29,1.32,157,225,10,7,2,3,6,7,6,3,0,0,1,0.33
899,岐阜,水戸,1012,J2,17,2018,06,02,54,23,23,9,31,9,4,4,4,3,1,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33,19,30,8,6,8,19,30,8,37,1.6800000000000002,33,1.05,269,238,5,5,6,6,5,5,8,4,8,2.67,4,1.33
900,大宮,讃岐,1012,J2,17,2018,06,02,76,14,10,12,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,22,12,2,6,10,22,12,2,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1
901,千葉,山口,1012,J2,17,2018,06,02,36,23,41,13,29,9,2,11,3,1,7,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1,2,19,5,4,13,2,19,5,23,1.05,39,1.77,230,257,7,9,5,1,3,5,10,4,5,1.67,4,1.33
902,松本,栃木,1012,J2,17,2018,06,03,70,18,12,7,20,4,8,10,3,2,4,21,0.95,36,1.6400000000000001,207,227,7,9,6,0,4,7,7,4,4,1.33,9,3,15,33,9,6,7,15,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
903,横浜C,東京V,1012,J2,17,2018,06,03,52,29,19,5,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,17,31,8,7,7,17,31,8,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67
904,大分,熊本,1012,J2,17,2018,06,03,70,17,13,1,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,16,38,12,2,4,16,38,12,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1
905,岡山,山形,1012,J2,17,2018,06,02,61,21,18,4,27,7,6,9,5,3,5,20,0.91,23,1.05,181,227,7,11,3,1,6,9,7,0,5,1.67,4,1.33,14,26,6,8,8,14,26,6,21,0.95,22,1,222,186,9,9,1,3,8,9,3,2,2,0.67,4,1.33
906,金沢,京都,1012,J2,17,2018,06,02,41,31,28,18,28,7,7,8,3,5,3,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67,20,34,9,7,6,20,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
907,鳥取,秋田,1012,J3,12,2018,06,02,27,24,49,10,30,9,3,6,6,1,2,23,1.28,20,1.11,158,155,4,7,5,2,5,9,2,2,1,0.33,7,2.33,6,43,13,4,0,6,43,13,29,1.71,4,0.24,157,136,3,5,5,4,13,4,0,0,6,2,0,0
908,G大阪,浦和,1010,J1,15,2018,05,19,33,26,41,16,32,10,2,6,4,0,5,26,1.44,23,1.28,204,223,3,6,8,1,3,10,2,3,5,1.67,2,0.67,13,30,9,3,7,13,30,9,26,1.37,34,1.79,172,240,6,4,6,3,4,5,5,5,2,0.67,6,2
909,名古屋,柏,1010,J1,15,2018,05,20,22,17,61,18,33,10,3,5,6,1,2,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33,11,30,9,3,7,11,30,9,35,1.8399999999999999,28,1.47,218,195,2,9,2,6,5,5,4,5,3,1,4,1.33
910,鳥栖,F東京,1010,J1,15,2018,05,20,18,19,63,17,17,4,5,7,3,3,3,19,1.19,22,1.38,120,153,7,3,2,4,4,5,5,2,7,2.33,7,2.33,2,38,11,5,5,2,38,11,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1
911,湘南,磐田,1010,J1,15,2018,05,19,25,22,53,14,9,2,3,13,1,2,6,14,0.78,31,1.72,130,236,9,4,5,0,3,7,1,7,0,0,5,1.67,6,30,7,9,6,6,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
912,鹿島,仙台,1010,J1,15,2018,05,20,62,20,18,10,33,10,3,7,4,3,2,31,1.55,27,1.35,277,153,6,3,7,4,2,10,7,1,3,1,3,1,8,11,2,5,11,8,11,2,18,1,35,1.94,189,234,4,10,4,0,2,6,4,6,3,1,7,2.33
913,横浜M,長崎,1010,J1,15,2018,05,19,51,24,25,15,33,10,3,8,6,1,4,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1,12,40,11,7,4,12,40,11,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2
914,川崎,清水,1010,J1,15,2018,05,20,74,14,12,4,53,17,2,1,9,1,0,59,2.95,18,0.09,320,139,2,2,3,13,7,8,5,0,7,2.33,2,0.67,9,12,3,3,14,9,12,3,26,1.03,45,2.25,203,248,4,11,1,4,2,3,7,8,5,1.67,5,1.67
915,広島,C大阪,1010,J1,15,2018,05,20,58,20,22,1,25,7,4,7,3,2,3,27,1.05,22,1.22,202,181,3,8,3,4,7,5,3,3,4,1.33,3,1,5,42,13,3,4,5,42,13,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2
916,神戸,札幌,1010,J1,15,2018,05,20,34,26,40,7,26,6,8,7,3,4,5,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67,3,17,4,5,11,3,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
917,大宮,岐阜,1010,J2,15,2018,05,19,70,18,12,14,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,18,31,9,4,4,18,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
918,松本,福岡,1010,J2,15,2018,05,20,32,30,38,7,20,4,8,10,3,2,4,21,0.95,36,1.6400000000000001,207,227,7,9,6,0,4,7,7,4,4,1.33,9,3,3,40,12,4,6,3,40,12,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67
919,新潟,山形,1010,J2,15,2018,05,20,72,17,11,8,31,7,10,5,4,5,3,30,1.3599999999999999,27,1.23,223,160,4,11,2,5,7,9,2,4,1,0.33,2,0.67,19,26,6,8,8,19,26,6,21,0.95,22,1,222,186,9,9,1,3,8,9,3,2,2,0.67,4,1.33
920,清水,湘南,1008,J1,14,2018,05,12,45,24,31,11,12,3,3,14,2,0,8,26,1.03,45,2.25,203,248,4,11,1,4,2,3,7,8,5,1.67,5,1.67,13,9,2,3,13,13,9,2,14,0.78,31,1.72,130,236,9,4,5,0,3,7,1,7,0,0,5,1.67
921,磐田,神戸,1008,J1,14,2018,05,12,62,17,21,6,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,10,26,6,8,7,10,26,6,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67
922,仙台,広島,1008,J1,14,2018,05,12,16,17,67,7,11,2,5,11,0,3,6,18,1,35,1.94,189,234,4,10,4,0,2,6,4,6,3,1,7,2.33,1,25,7,4,7,1,25,7,27,1.05,22,1.22,202,181,3,8,3,4,7,5,3,3,4,1.33,3,1
923,長崎,名古屋,1008,J1,14,2018,05,12,41,25,34,14,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,18,33,10,3,5,18,33,10,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33
924,横浜M,G大阪,1008,J1,14,2018,05,12,44,25,31,15,33,10,3,8,6,1,4,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1,16,32,10,2,6,16,32,10,26,1.44,23,1.28,204,223,3,6,8,1,3,10,2,3,5,1.67,2,0.67
925,浦和,鳥栖,1008,J1,14,2018,05,13,69,17,14,12,30,9,3,7,3,3,4,26,1.37,34,1.79,172,240,6,4,6,3,4,5,5,5,2,0.67,6,2,17,17,4,5,7,17,17,4,19,1.19,22,1.38,120,153,7,3,2,4,4,5,5,2,7,2.33,7,2.33
926,F東京,札幌,1008,J1,14,2018,05,13,53,22,25,2,38,11,5,5,6,0,4,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1,3,17,4,5,11,3,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
927,横浜C,熊本,1008,J2,14,2018,05,12,70,16,14,6,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,15,38,12,2,4,15,38,12,34,1.8900000000000001,20,1.11,170,160,2,5,6,5,6,5,6,1,4,1.33,3,1
928,徳島,京都,1008,J2,14,2018,05,12,62,20,18,13,44,13,5,4,5,4,2,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67,22,34,9,7,6,22,34,9,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2
929,大分,岐阜,1008,J2,14,2018,05,13,76,14,10,1,25,7,4,9,3,3,4,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67,16,31,9,4,4,16,31,9,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33
930,千葉,新潟,1008,J2,14,2018,05,12,40,26,34,14,29,9,2,11,3,1,7,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1,12,31,7,10,5,12,31,7,30,1.3599999999999999,27,1.23,223,160,4,11,2,5,7,9,2,4,1,0.33,2,0.67
931,山形,大宮,1008,J2,14,2018,05,13,19,20,61,18,26,6,8,8,4,3,4,21,0.95,22,1,222,186,9,9,1,3,8,9,3,2,2,0.67,4,1.33,11,29,8,5,9,11,29,8,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33
932,札幌,G大阪,1006,J1,13,2018,05,05,54,19,27,4,17,4,5,11,1,3,6,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2,16,32,10,2,6,16,32,10,26,1.44,23,1.28,204,223,3,6,8,1,3,10,2,3,5,1.67,2,0.67
933,川崎,F東京,1006,J1,13,2018,05,05,51,22,27,3,53,17,2,1,9,1,0,59,2.95,18,0.09,320,139,2,2,3,13,7,8,5,0,7,2.33,2,0.67,2,38,11,5,5,2,38,11,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1
934,鹿島,浦和,1006,J1,13,2018,05,05,38,25,37,15,33,10,3,7,4,3,2,31,1.55,27,1.35,277,153,6,3,7,4,2,10,7,1,3,1,3,1,14,30,9,3,7,14,30,9,26,1.37,34,1.79,172,240,6,4,6,3,4,5,5,5,2,0.67,6,2
935,柏,磐田,1006,J1,13,2018,05,05,45,22,33,11,30,9,3,7,4,1,5,35,1.8399999999999999,28,1.47,218,195,2,9,2,6,5,5,4,5,3,1,4,1.33,9,30,7,9,6,9,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
936,C大阪,長崎,1006,J1,13,2018,05,05,70,17,13,5,42,13,3,4,5,2,2,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2,12,40,11,7,4,12,40,11,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2
937,名古屋,横浜M,1006,J1,13,2018,05,05,28,21,51,18,33,10,3,5,6,1,2,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33,13,33,10,3,8,13,33,10,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1
938,鳥栖,清水,1006,J1,13,2018,05,06,24,24,52,17,17,4,5,7,3,3,3,19,1.19,22,1.38,120,153,7,3,2,4,4,5,5,2,7,2.33,7,2.33,7,12,3,3,14,7,12,3,26,1.03,45,2.25,203,248,4,11,1,4,2,3,7,8,5,1.67,5,1.67
939,湘南,仙台,1006,J1,13,2018,05,06,43,26,31,10,9,2,3,13,1,2,6,14,0.78,31,1.72,130,236,9,4,5,0,3,7,1,7,0,0,5,1.67,6,11,2,5,11,6,11,2,18,1,35,1.94,189,234,4,10,4,0,2,6,4,6,3,1,7,2.33
940,広島,神戸,1006,J1,13,2018,05,06,73,15,12,1,25,7,4,7,3,2,3,27,1.05,22,1.22,202,181,3,8,3,4,7,5,3,3,4,1.33,3,1,8,26,6,8,7,8,26,6,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67
941,京都,山口,1006,J2,13,2018,05,06,20,19,61,21,34,9,7,6,7,2,1,28,1.27,24,1.09,210,198,7,5,8,2,8,7,5,2,5,1.67,6,2,3,19,5,4,13,3,19,5,23,1.05,39,1.77,230,257,7,9,5,1,3,5,10,4,5,1.67,4,1.33
942,大宮,千葉,1006,J2,13,2018,05,06,66,18,16,13,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,18,29,9,2,11,18,29,9,28,1.27,26,1.18,195,235,5,8,7,2,8,4,8,2,4,1.33,3,1
943,山形,讃岐,1006,J2,13,2018,05,06,55,30,15,15,26,6,8,8,4,3,4,21,0.95,22,1,222,186,9,9,1,3,8,9,3,2,2,0.67,4,1.33,20,12,2,6,10,20,12,2,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1
944,湘南,柏,1005,J1,12,2018,05,02,39,28,33,10,9,2,3,13,1,2,6,14,0.78,31,1.72,130,236,9,4,5,0,3,7,1,7,0,0,5,1.67,11,30,9,3,7,11,30,9,35,1.8399999999999999,28,1.47,218,195,2,9,2,6,5,5,4,5,3,1,4,1.33
945,名古屋,C大阪,1005,J1,12,2018,05,02,21,15,64,18,33,10,3,5,6,1,2,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33,5,42,13,3,4,5,42,13,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2
946,神戸,F東京,1005,J1,12,2018,05,02,27,22,51,8,26,6,8,7,3,4,5,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67,2,38,11,5,5,2,38,11,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1
947,鹿島,長崎,1005,J1,12,2018,05,02,57,22,21,15,33,10,3,7,4,3,2,31,1.55,27,1.35,277,153,6,3,7,4,2,10,7,1,3,1,3,1,12,40,11,7,4,12,40,11,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2
948,川崎,浦和,1005,J1,12,2018,05,02,70,15,15,3,53,17,2,1,9,1,0,59,2.95,18,0.09,320,139,2,2,3,13,7,8,5,0,7,2.33,2,0.67,14,30,9,3,7,14,30,9,26,1.37,34,1.79,172,240,6,4,6,3,4,5,5,5,2,0.67,6,2
949,横浜M,磐田,1005,J1,12,2018,05,02,47,24,29,13,33,10,3,8,6,1,4,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1,9,30,7,9,6,9,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
950,G大阪,仙台,1005,J1,12,2018,05,02,47,23,30,16,32,10,2,6,4,0,5,26,1.44,23,1.28,204,223,3,6,8,1,3,10,2,3,5,1.67,2,0.67,6,11,2,5,11,6,11,2,18,1,35,1.94,189,234,4,10,4,0,2,6,4,6,3,1,7,2.33
951,甲府,山口,1005,J2,12,2018,05,03,30,25,45,16,35,8,11,3,6,4,1,31,1.41,25,1.1400000000000001,168,235,4,8,7,3,7,9,3,3,2,0.67,2,0.67,3,19,5,4,13,3,19,5,23,1.05,39,1.77,230,257,7,9,5,1,3,5,10,4,5,1.67,4,1.33
952,福岡,山形,1005,J2,12,2018,05,03,72,17,11,4,40,12,4,6,5,2,4,25,1.1400000000000001,19,0.86,176,163,4,12,5,1,9,8,4,1,6,2,2,0.67,15,26,6,8,8,15,26,6,21,0.95,22,1,222,186,9,9,1,3,8,9,3,2,2,0.67,4,1.33
953,讃岐,横浜C,1005,J2,12,2018,05,03,19,27,54,20,12,2,6,10,1,3,5,18,1,28,1.56,177,169,8,6,2,2,2,8,5,3,4,1.33,3,1,7,20,6,2,11,7,20,6,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33
954,広島,清水,1005,J1,12,2018,05,02,71,15,14,1,25,7,4,7,3,2,3,27,1.05,22,1.22,202,181,3,8,3,4,7,5,3,3,4,1.33,3,1,7,12,3,3,14,7,12,3,26,1.03,45,2.25,203,248,4,11,1,4,2,3,7,8,5,1.67,5,1.67
955,鳥栖,札幌,1005,J1,12,2018,05,02,22,21,57,17,17,4,5,7,3,3,3,19,1.19,22,1.38,120,153,7,3,2,4,4,5,5,2,7,2.33,7,2.33,4,17,4,5,11,4,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
956,長崎,広島,1004,J1,11,2018,04,28,20,19,61,9,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,1,25,7,4,7,1,25,7,27,1.05,22,1.22,202,181,3,8,3,4,7,5,3,3,4,1.33,3,1
957,仙台,札幌,1004,J1,11,2018,04,28,31,26,43,7,11,2,5,11,0,3,6,18,1,35,1.94,189,234,4,10,4,0,2,6,4,6,3,1,7,2.33,4,17,4,5,11,4,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
958,浦和,湘南,1004,J1,11,2018,04,28,69,17,14,12,30,9,3,7,3,3,4,26,1.37,34,1.79,172,240,6,4,6,3,4,5,5,5,2,0.67,6,2,13,9,2,3,13,13,9,2,14,0.78,31,1.72,130,236,9,4,5,0,3,7,1,7,0,0,5,1.67
959,清水,柏,1004,J1,11,2018,04,28,26,23,51,11,12,3,3,14,2,0,8,26,1.03,45,2.25,203,248,4,11,1,4,2,3,7,8,5,1.67,5,1.67,8,30,9,3,7,8,30,9,35,1.8399999999999999,28,1.47,218,195,2,9,2,6,5,5,4,5,3,1,4,1.33
960,F東京,名古屋,1004,J1,11,2018,04,28,77,12,11,2,38,11,5,5,6,0,4,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1,18,33,10,3,5,18,33,10,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33
961,磐田,C大阪,1004,J1,11,2018,04,28,26,22,52,10,30,7,9,6,5,4,3,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67,5,42,13,3,4,5,42,13,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2
962,神戸,川崎,1004,J1,11,2018,04,28,23,19,58,6,26,6,8,7,3,4,5,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67,3,53,17,2,1,3,53,17,59,2.95,18,0.09,320,139,2,2,3,13,7,8,5,0,7,2.33,2,0.67
963,横浜M,鹿島,1004,J1,11,2018,04,28,31,27,42,15,33,10,3,8,6,1,4,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1,14,33,10,3,7,14,33,10,31,1.55,27,1.35,277,153,6,3,7,4,2,10,7,1,3,1,3,1
964,横浜C,徳島,1004,J2,11,2018,04,28,53,26,21,10,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,16,44,13,5,4,16,44,13,36,1.6400000000000001,18,0.82,214,180,3,9,4,6,9,10,2,1,4,1.33,2,0.67
965,大宮,東京V,1004,J2,11,2018,04,28,28,24,48,15,29,8,5,9,4,3,3,21,0.95,26,1.18,199,213,7,11,3,1,7,9,4,2,5,1.67,4,1.33,4,31,8,7,7,4,31,8,26,1.18,22,1,181,199,7,8,4,3,8,8,4,2,2,0.67,2,0.67
966,岐阜,金沢,1004,J2,11,2018,04,28,29,31,40,18,31,9,4,4,4,3,1,29,1.71,19,1.12,144,173,3,6,2,6,6,5,4,2,5,1.67,4,1.33,11,28,7,7,8,11,28,7,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67
967,山口,新潟,1004,J2,11,2018,04,28,61,18,21,3,19,5,4,13,4,1,6,23,1.05,39,1.77,230,257,7,9,5,1,3,5,10,4,5,1.67,4,1.33,14,31,7,10,5,14,31,7,30,1.3599999999999999,27,1.23,223,160,4,11,2,5,7,9,2,4,1,0.33,2,0.67
968,清水,F東京,1002,J1,9,2018,04,21,25,24,51,12,12,3,3,14,2,0,8,26,1.03,45,2.25,203,248,4,11,1,4,2,3,7,8,5,1.67,5,1.67,5,38,11,5,5,5,38,11,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1
969,広島,鳥栖,1002,J1,9,2018,04,21,75,14,11,1,25,7,4,7,3,2,3,27,1.05,22,1.22,202,181,3,8,3,4,7,5,3,3,4,1.33,3,1,14,17,4,5,7,14,17,4,19,1.19,22,1.38,120,153,7,3,2,4,4,5,5,2,7,2.33,7,2.33
970,横浜M,湘南,1002,J1,9,2018,04,21,54,25,21,16,33,10,3,8,6,1,4,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1,15,9,2,3,13,15,9,2,14,0.78,31,1.72,130,236,9,4,5,0,3,7,1,7,0,0,5,1.67
971,仙台,磐田,1002,J1,9,2018,04,21,50,28,22,2,11,2,5,11,0,3,6,18,1,35,1.94,189,234,4,10,4,0,2,6,4,6,3,1,7,2.33,11,30,7,9,6,11,30,7,32,1.45,25,1.1400000000000001,244,176,7,3,10,2,6,8,7,1,3,1,5,1.67
972,川崎,鹿島,1002,J1,9,2018,04,21,45,25,30,6,53,17,2,1,9,1,0,59,2.95,18,0.09,320,139,2,2,3,13,7,8,5,0,7,2.33,2,0.67,8,33,10,3,7,8,33,10,31,1.55,27,1.35,277,153,6,3,7,4,2,10,7,1,3,1,3,1
973,浦和,札幌,1002,J1,9,2018,04,21,55,19,26,10,30,9,3,7,3,3,4,26,1.37,34,1.79,172,240,6,4,6,3,4,5,5,5,2,0.67,6,2,4,17,4,5,11,4,17,4,23,1.15,40,2,240,233,7,5,6,2,4,6,3,7,0,0,6,2
974,神戸,名古屋,1002,J1,9,2018,04,21,63,16,21,9,26,6,8,7,3,4,5,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67,17,33,10,3,5,17,33,10,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33
975,G大阪,C大阪,1002,J1,9,2018,04,21,20,17,63,18,32,10,2,6,4,0,5,26,1.44,23,1.28,204,223,3,6,8,1,3,10,2,3,5,1.67,2,0.67,3,42,13,3,4,3,42,13,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2
976,長崎,柏,1002,J1,9,2018,04,22,23,19,58,13,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,7,30,9,3,7,7,30,9,35,1.8399999999999999,28,1.47,218,195,2,9,2,6,5,5,4,5,3,1,4,1.33
977,横浜C,栃木,1002,J2,10,2018,04,22,60,24,16,9,20,6,2,11,3,1,5,25,1.32,37,1.95,163,227,5,8,2,4,2,4,9,4,4,1.33,4,1.33,15,33,9,6,7,15,33,9,22,1,20,0.91,209,157,8,7,6,1,8,9,4,1,7,2.33,5,1.67
978,松本,山形,1002,J2,10,2018,04,22,47,32,21,12,20,4,8,10,3,2,4,21,0.95,36,1.6400000000000001,207,227,7,9,6,0,4,7,7,4,4,1.33,9,3,11,26,6,8,8,11,26,6,21,0.95,22,1,222,186,9,9,1,3,8,9,3,2,2,0.67,4,1.33
979,金沢,大分,1002,J2,10,2018,04,22,19,24,57,10,28,7,7,8,3,5,3,31,1.41,31,1.41,228,202,7,8,3,4,6,8,4,4,1,0.33,2,0.67,2,25,7,4,9,2,25,7,23,1.15,28,1.04,148,228,6,7,5,2,6,5,6,3,3,1,2,0.67
980,鹿島,名古屋,1000,J1,8,2018,04,14,68,17,15,13,33,10,3,7,4,3,2,31,1.55,27,1.35,277,153,6,3,7,4,2,10,7,1,3,1,3,1,16,33,10,3,5,16,33,10,30,1.67,19,1.06,174,152,3,6,6,3,6,7,3,2,6,2,4,1.33
981,長崎,G大阪,1000,J1,8,2018,04,14,24,23,53,17,40,11,7,4,7,2,1,30,1.3599999999999999,23,1.05,217,205,4,8,8,2,7,9,4,2,4,1.33,6,2,18,32,10,2,6,18,32,10,26,1.44,23,1.28,204,223,3,6,8,1,3,10,2,3,5,1.67,2,0.67
982,C大阪,F東京,1000,J1,8,2018,04,14,52,22,26,3,42,13,3,4,5,2,2,30,1.05,20,1,185,230,4,5,8,3,8,7,4,1,4,1.33,6,2,4,38,11,5,5,4,38,11,35,1.67,27,1.29,216,207,3,6,7,5,8,5,3,5,3,1,3,1
983,横浜M,神戸,1000,J1,8,2018,04,15,52,24,24,14,33,10,3,8,6,1,4,43,2.05,34,1.62,271,211,2,8,1,10,4,7,4,6,9,3,3,1,9,26,6,8,7,9,26,6,35,1.67,35,1.67,281,223,4,6,6,5,3,6,7,5,9,3,5,1.67
